18.6,59.9
18.1,59.9
17.6,59.5
17.2,59.2
16.7,58.8
16.2,58.6
15.7,58.1
15.2,57.5
14.7,57.3
14.2,57.3
13.8,57
13.4,56.7
13,56.2
12.6,55.3
12.2,54.8
23.3,52.4
22.7,51.7
22.1,51.1
21.5,56
21,51
19.8,49.1
19.3,48.7
18.8,48.2
18.2,47.7
17.7,47.4
17.2,47.1
16.8,46.8
16.3,46.5
15.8,45.7
15.4,45.3
39.5,74
38.9,73.8
38.2,73.6
18.3,71.8
17.7,71.4
17,71
16.4,77
15.8,73
15.2,69.9
14.6,69.5
14,69.1
13.5,68.6
13,68.2
12.5,67.8
12,67.3
11.6,66.8
11.2,66.3
25.7,60
25.2,59.7
24.6,59.5
24.1,59.3
23.5,59.1
23,58.7
22.5,58.4
22,57.6
21.5,57.1
21,56.8
19.7,55.8
19.2,55.6
18.8,55.5
18.4,55.4
24.5,69.8
23.6,69.4
22.7,69.1
21.9,68.7
21.1,68.3
19.5,67.4
18.8,67
18,66.5
17.4,65.8
16.7,65
16.1,64.2
15.5,63.3
14.9,62.5
14.4,61.7
13.9,62
37.9,65.7
37.3,65.1
36.8,64.2
36.2,63.4
35.7,62.2
35.2,61.1
34.7,59.2
34.2,57.5
33.7,56.9
33.2,54.8
32.7,51.7
32.2,48.1
31.6,46.4
31.1,46
29.9,47.8
39.2,77.1
38.2,78.3
37.2,77.4
36.2,76.9
35.2,76.8
34.2,77.2
33.2,76
32.2,76.3
31.2,76.2
29.1,76
28,74.8
27,74.7
26.1,74.4
19.4,59.9
18.8,59.3
18.2,59
17.7,58.6
17.1,58.1
16.6,57.5
16.1,56.9
15.6,56.1
15.1,55.3
14.6,54.3
14.2,53.3
13.7,52.4
13.3,51.6
12.9,51
12.5,56
12.2,51
18.7,59.6
18.2,59.1
17.6,58.6
17.1,58
16.6,57.4
16.1,56.8
15.7,56.2
15.2,55.3
14.8,54.8
14.5,54.1
14.1,53.4
13.8,52.6
13.5,51.9
13.3,51.5
13,51.3
12.8,58
28,53.3
27.4,52.8
26.8,52.3
26.2,52
25.6,51.7
25,51.5
24.4,51
23.8,54
23.2,49.9
22.6,49.4
22.1,48.7
21.5,48.2
19.9,47.8
19.4,47.9
31.3,73.3
29.7,72.8
29,72.7
28.2,72.6
27.5,72.5
26.8,72.4
26.2,72.4
25.5,72.3
24.9,72.1
24.3,71.8
23.7,71.4
23.2,71.1
22.6,77
22.1,73
21.5,69.9
19.6,68.7
18.9,68.3
18.2,67.8
17.6,67.4
17,67
16.4,66.6
15.9,66.1
15.3,65.6
14.8,65
14.3,64.1
13.9,62.9
13.5,61.5
13.1,63
12.8,59.3
12.4,58.5
12.1,57.7
29,57.3
28.4,56.7
27.8,56.4
27.2,55.9
26.6,55.6
26,55.3
25.4,54.8
24.9,54.2
24.4,53.6
23.8,53.3
23.3,52.8
22.8,52.1
22.3,51.8
21.8,51.6
21.3,51.5
22.7,52.5
22.1,58
21.6,49.9
21.2,53
19.8,48.6
19.4,47.6
19,46.8
18.6,46.3
18.2,45.9
17.9,45.7
17.5,45.7
17.2,45.6
16.8,45.6
16.5,46
19.1,53.1
18.7,52.6
18.2,52.2
17.9,51.8
17.5,51.6
17.1,51.2
16.7,57
16.4,49.6
16.1,49.4
15.7,48.5
15.4,48.6
15.1,48.5
14.8,48.4
14.4,48.1
14.1,48
13.9,47.6
32.9,76.1
31.9,75.8
29,75.2
28.1,75
27.3,74.9
26.5,74.5
25.7,74.4
24.9,74.2
24.1,73.9
23.4,73.5
22.6,73.1
21.9,72.7
21.2,72.2
24.2,63.5
23.7,63.2
23.2,62.9
22.6,62.5
22.1,62.2
21.6,61.8
21.1,61.3
19.6,63
19.2,60
18.8,59.8
18.4,59.6
18,59.5
